PassengerId,Survived_pred,Prob_survived
1240,0,0.1423965823849011
1241,1,0.8849025742940726
1242,1,0.8889586249849794
1243,0,0.13909649893306372
1244,0,0.2420990891487306
1245,0,0.14068839063025468
1246,1,0.7981240583947583
1247,0,0.15352582388362981
1248,1,0.8113003363828808
1249,0,0.14323108704153403
1250,0,0.1507797158671374
1251,0,0.4440568584831774
1252,0,0.18024898299531122
1253,1,0.9158621623407783
1254,1,0.8849025742940726
1255,0,0.1436037436454236
1256,1,0.8990198690215208
1257,0,0.42557399713769495
1258,0,0.14771303931862625
1259,1,0.6579957653778336
1260,1,0.8867031909891621
1261,0,0.1283593206409461
1262,0,0.154084644974357
1263,1,0.8634388335900994
1264,0,0.15708383146158916
1265,0,0.15358502328098134
1266,1,0.9135647114181162
1267,1,0.8507105701707752
1268,0,0.3039875835144269
1269,0,0.14729962327712137
1270,0,0.15507797214711583
1271,0,0.12836137774897247
1272,0,0.1507797158671374
1273,0,0.14986358690170037
1274,1,0.5509553182913545
1275,0,0.4876041854009692
1276,0,0.14014521972161514
1277,1,0.8647300010377715
1278,0,0.1420323998032576
1279,0,0.14482013881011213
1280,0,0.15233127192517099
1281,0,0.1276754021076774
1282,0,0.16787812753095288
1283,1,0.9104088650697939
1284,1,0.5362689731072551
1285,0,0.1514927447475381
1286,0,0.05182247665676328
1287,1,0.8980912906366384
1288,0,0.14947150372197365
1289,1,0.9205834703492263
1290,0,0.14366998089096067
1291,0,0.153282560532269
1292,1,0.878158038973563
1293,0,0.13750155033078615
1294,1,0.9043082098839669
1295,0,0.2050387704457144
1296,0,0.22308837027325049
1297,0,0.15165327744533552
1298,0,0.1431719572674729
1299,0,0.3803279332615345
1300,1,0.8645917773137795
1301,1,0.8187872848692436
1302,1,0.86462818281207
1303,1,0.8805724870380651
1304,1,0.5234838789831169
1305,0,0.14346016187947883
1306,1,0.8881180953432409
1307,0,0.15298379559455255
1308,0,0.14346016187947883
1309,0,0.1163568291931364
